U(k),U(k-1),U(k-2),U(k-3),Y(k),Y(k-1),Y(k-2),Y(k-3)
-0.648940039,-0.657731726,-0.065762386,-0.084073294,0.732774338,0.433301673,0.73008618,0.386376489
0.661586679,-0.648940039,-0.657731726,-0.065762386,0.937187875,0.732774338,0.433301673,0.73008618
-0.715013691,0.661586679,-0.648940039,-0.657731726,0.138982766,0.937187875,0.732774338,0.433301673
0.641382914,-0.715013691,0.661586679,-0.648940039,1.252826246,0.138982766,0.937187875,0.732774338
0.354444007,0.641382914,-0.715013691,0.661586679,0.340083002,1.252826246,0.138982766,0.937187875
-0.425588398,0.354444007,0.641382914,-0.715013691,0.533492133,0.340083002,1.252826246,0.138982766
0.526701242,-0.425588398,0.354444007,0.641382914,0.911458207,0.533492133,0.340083002,1.252826246
0.322100297,0.526701242,-0.425588398,0.354444007,0.445675499,0.911458207,0.533492133,0.340083002
-0.875284689,0.322100297,0.526701242,-0.425588398,0.376266901,0.445675499,0.911458207,0.533492133
0.89562406,-0.875284689,0.322100297,0.526701242,1.213094669,0.376266901,0.445675499,0.911458207
0.937487603,0.89562406,-0.875284689,0.322100297,0.417540635,1.213094669,0.376266901,0.445675499
-0.52227273,0.937487603,0.89562406,-0.875284689,0.293632686,0.417540635,1.213094669,0.376266901
-0.470290068,-0.52227273,0.937487603,0.89562406,0.812126257,0.293632686,0.417540635,1.213094669
0.24807364,-0.470290068,-0.52227273,0.937487603,0.754943359,0.812126257,0.293632686,0.417540635
-0.528921672,0.24807364,-0.470290068,-0.52227273,0.36316645,0.754943359,0.812126257,0.293632686
0.537370158,-0.528921672,0.24807364,-0.470290068,1.026605171,0.36316645,0.754943359,0.812126257
-0.717031934,0.537370158,-0.528921672,0.24807364,0.152966994,1.026605171,0.36316645,0.754943359
0.962753388,-0.717031934,0.537370158,-0.528921672,1.323125444,0.152966994,1.026605171,0.36316645
-0.045036533,0.962753388,-0.717031934,0.537370158,0.130369436,1.323125444,0.152966994,1.026605171
-0.11315537,-0.045036533,0.962753388,-0.717031934,0.869888642,0.130369436,1.323125444,0.152966994
-0.512185229,-0.11315537,-0.045036533,0.962753388,0.440691509,0.869888642,0.130369436,1.323125444
0.523548897,-0.512185229,-0.11315537,-0.045036533,0.978653915,0.440691509,0.869888642,0.130369436
0.388459718,0.523548897,-0.512185229,-0.11315537,0.445444353,0.978653915,0.440691509,0.869888642
0.023216043,0.388459718,0.523548897,-0.512185229,0.581094873,0.445444353,0.978653915,0.440691509
-0.159223397,0.023216043,0.388459718,0.523548897,0.585702453,0.581094873,0.445444353,0.978653915
-0.866224535,-0.159223397,0.023216043,0.388459718,0.461846222,0.585702453,0.581094873,0.445444353
0.842113837,-0.866224535,-0.159223397,0.023216043,1.1544623,0.461846222,0.585702453,0.581094873
-0.374301302,0.842113837,-0.866224535,-0.159223397,0.117943458,1.1544623,0.461846222,0.585702453
0.991521869,-0.374301302,0.842113837,-0.866224535,1.254670479,0.117943458,1.1544623,0.461846222
0.263559333,0.991521869,-0.374301302,0.842113837,0.211957064,1.254670479,0.117943458,1.1544623
-0.35262335,0.263559333,0.991521869,-0.374301302,0.657888101,0.211957064,1.254670479,0.117943458
-0.678389848,-0.35262335,0.263559333,0.991521869,0.539366561,0.657888101,0.211957064,1.254670479
0.61416781,-0.678389848,-0.35262335,0.263559333,1.00667676,0.539366561,0.657888101,0.211957064
0.76431716,0.61416781,-0.678389848,-0.35262335,0.505165311,1.00667676,0.539366561,0.657888101
0.180032417,0.76431716,0.61416781,-0.678389848,0.480091807,0.505165311,1.00667676,0.539366561
-0.620864414,0.180032417,0.76431716,0.61416781,0.466407937,0.480091807,0.505165311,1.00667676
-0.524293225,-0.620864414,0.180032417,0.76431716,0.737124498,0.466407937,0.480091807,0.505165311
0.082357877,-0.524293225,-0.620864414,0.180032417,0.753541415,0.737124498,0.466407937,0.480091807
0.780969609,0.082357877,-0.524293225,-0.620864414,0.740809565,0.753541415,0.737124498,0.466407937
0.216923454,0.780969609,0.082357877,-0.524293225,0.394385354,0.740809565,0.753541415,0.737124498
-0.656968115,0.216923454,0.780969609,0.082357877,0.487842799,0.394385354,0.740809565,0.753541415
-0.112291675,-0.656968115,0.216923454,0.780969609,0.841131533,0.487842799,0.394385354,0.740809565
0.663471911,-0.112291675,-0.656968115,0.216923454,0.742699727,0.841131533,0.487842799,0.394385354
0.670281995,0.663471911,-0.112291675,-0.656968115,0.542351245,0.742699727,0.841131533,0.487842799
0.371345749,0.670281995,0.663471911,-0.112291675,0.540112582,0.542351245,0.742699727,0.841131533
0.715478053,0.371345749,0.670281995,0.663471911,0.716768971,0.540112582,0.542351245,0.742699727
0.251675422,0.715478053,0.371345749,0.670281995,0.430764998,0.716768971,0.540112582,0.542351245
-0.267074507,0.251675422,0.715478053,0.371345749,0.556655545,0.430764998,0.716768971,0.540112582
-0.431952234,-0.267074507,0.251675422,0.715478053,0.61453717,0.556655545,0.430764998,0.716768971
0.805834353,-0.431952234,-0.267074507,0.251675422,0.950416806,0.61453717,0.556655545,0.430764998
0.447113463,0.805834353,-0.431952234,-0.267074507,0.382738983,0.950416806,0.61453717,0.556655545
-0.589101505,0.447113463,0.805834353,-0.431952234,0.441792876,0.382738983,0.950416806,0.61453717
-0.594257821,-0.589101505,0.447113463,0.805834353,0.721746896,0.441792876,0.382738983,0.950416806
-0.714258484,-0.594257821,-0.589101505,0.447113463,0.580518187,0.721746896,0.441792876,0.382738983
-0.197701584,-0.714258484,-0.594257821,-0.589101505,0.797556036,0.580518187,0.721746896,0.441792876
-0.835059601,-0.197701584,-0.714258484,-0.594257821,0.406856466,0.797556036,0.580518187,0.721746896
0.43304029,-0.835059601,-0.197701584,-0.714258484,1.069582519,0.406856466,0.797556036,0.580518187
0.28851672,0.43304029,-0.835059601,-0.197701584,0.425406331,1.069582519,0.406856466,0.797556036
0.508548986,0.28851672,0.43304029,-0.835059601,0.742136572,0.425406331,1.069582519,0.406856466
-0.608381006,0.508548986,0.28851672,0.43304029,0.269347864,0.742136572,0.425406331,1.069582519
-0.471068265,-0.608381006,0.508548986,0.28851672,0.852553343,0.269347864,0.742136572,0.425406331
-0.87155467,-0.471068265,-0.608381006,0.508548986,0.463227335,0.852553343,0.269347864,0.742136572
0.081722932,-0.87155467,-0.471068265,-0.608381006,0.965317937,0.463227335,0.852553343,0.269347864
0.062962078,0.081722932,-0.87155467,-0.471068265,0.500047165,0.965317937,0.463227335,0.852553343
-0.420621206,0.062962078,0.081722932,-0.87155467,0.54260178,0.500047165,0.965317937,0.463227335
0.034329404,-0.420621206,0.062962078,0.081722932,0.783024156,0.54260178,0.500047165,0.965317937
0.660663902,0.034329404,-0.420621206,0.062962078,0.715712052,0.783024156,0.54260178,0.500047165
0.711080262,0.660663902,0.034329404,-0.420621206,0.562419281,0.715712052,0.783024156,0.54260178
0.859472254,0.711080262,0.660663902,0.034329404,0.641577049,0.562419281,0.715712052,0.783024156
0.718235745,0.859472254,0.711080262,0.660663902,0.53088757,0.641577049,0.562419281,0.715712052
-0.204243411,0.718235745,0.859472254,0.711080262,0.386684257,0.53088757,0.641577049,0.562419281
-0.686574371,-0.204243411,0.718235745,0.859472254,0.610774129,0.386684257,0.53088757,0.641577049
0.885924887,-0.686574371,-0.204243411,0.718235745,1.04827304,0.610774129,0.386684257,0.53088757
0.933584599,0.885924887,-0.686574371,-0.204243411,0.455834845,1.04827304,0.610774129,0.386684257
-0.461382445,0.933584599,0.885924887,-0.686574371,0.291470111,0.455834845,1.04827304,0.610774129
0.907107097,-0.461382445,0.933584599,0.885924887,1.139502885,0.291470111,0.455834845,1.04827304
0.910463871,0.907107097,-0.461382445,0.933584599,0.422882133,1.139502885,0.291470111,0.455834845
0.505989343,0.910463871,0.907107097,-0.461382445,0.556157076,0.422882133,1.139502885,0.291470111
0.563276084,0.505989343,0.910463871,0.907107097,0.63163087,0.556157076,0.422882133,1.139502885
0.145547739,0.563276084,0.505989343,0.910463871,0.480287831,0.63163087,0.556157076,0.422882133
-0.968847499,0.145547739,0.563276084,0.505989343,0.389668099,0.480287831,0.63163087,0.556157076
-0.130104921,-0.968847499,0.145547739,0.563276084,0.977724303,0.389668099,0.480287831,0.63163087
0.262606731,-0.130104921,-0.968847499,0.145547739,0.610314808,0.977724303,0.389668099,0.480287831
0.64831464,0.262606731,-0.130104921,-0.968847499,0.704293228,0.610314808,0.977724303,0.389668099
-0.598748761,0.64831464,0.262606731,-0.130104921,0.242571908,0.704293228,0.610314808,0.977724303
-0.176197839,-0.598748761,0.64831464,0.262606731,0.940357567,0.242571908,0.704293228,0.610314808
0.920287995,-0.176197839,-0.598748761,0.64831464,0.798300279,0.940357567,0.242571908,0.704293228
-0.868767719,0.920287995,-0.176197839,-0.598748761,0.062802328,0.798300279,0.940357567,0.242571908
-0.17515379,-0.868767719,0.920287995,-0.176197839,1.157750609,0.062802328,0.798300279,0.940357567
0.559396526,-0.17515379,-0.868767719,0.920287995,0.655840857,1.157750609,0.062802328,0.798300279
0.101372275,0.559396526,-0.17515379,-0.868767719,0.461446883,0.655840857,1.157750609,0.062802328
0.368600681,0.101372275,0.559396526,-0.17515379,0.745991889,0.461446883,0.655840857,1.157750609
0.099986149,0.368600681,0.101372275,0.559396526,0.48715668,0.745991889,0.461446883,0.655840857
0.718509369,0.099986149,0.368600681,0.101372275,0.822055603,0.48715668,0.745991889,0.461446883
-0.362286345,0.718509369,0.099986149,0.368600681,0.242706275,0.822055603,0.48715668,0.745991889
-0.576619049,-0.362286345,0.718509369,0.099986149,0.769226523,0.242706275,0.822055603,0.48715668
-0.197801571,-0.576619049,-0.362286345,0.718509369,0.68875407,0.769226523,0.242706275,0.822055603
0.628567989,-0.197801571,-0.576619049,-0.362286345,0.808635001,0.68875407,0.769226523,0.242706275
0.278666074,0.628567989,-0.197801571,-0.576619049,0.433999278,0.808635001,0.68875407,0.769226523
-0.249684884,0.278666074,0.628567989,-0.197801571,0.551329378,0.433999278,0.808635001,0.68875407
-0.318185331,-0.249684884,0.278666074,0.628567989,0.639967566,0.551329378,0.433999278,0.808635001
-0.549757194,-0.318185331,-0.249684884,0.278666074,0.567784458,0.639967566,0.551329378,0.433999278
0.472017839,-0.549757194,-0.318185331,-0.249684884,0.9207744,0.567784458,0.639967566,0.551329378
-0.961667888,0.472017839,-0.549757194,-0.318185331,0.138601025,0.9207744,0.567784458,0.639967566
-0.777786131,-0.961667888,0.472017839,-0.549757194,0.972324605,0.138601025,0.9207744,0.567784458
-0.482328731,-0.777786131,-0.961667888,0.472017839,0.61976959,0.972324605,0.138601025,0.9207744
0.222334107,-0.482328731,-0.777786131,-0.961667888,0.817653904,0.61976959,0.972324605,0.138601025
-0.871491395,0.222334107,-0.482328731,-0.777786131,0.265586659,0.817653904,0.61976959,0.972324605
-0.865786163,-0.871491395,0.222334107,-0.482328731,0.835148271,0.265586659,0.817653904,0.61976959
-0.123466761,-0.865786163,-0.871491395,0.222334107,0.773784257,0.835148271,0.265586659,0.817653904
0.993323142,-0.123466761,-0.865786163,-0.871491395,0.849137234,0.773784257,0.835148271,0.265586659
-0.107748851,0.993323142,-0.123466761,-0.865786163,0.215858589,0.849137234,0.773784257,0.835148271
-0.621812558,-0.107748851,0.993323142,-0.123466761,0.699335582,0.215858589,0.849137234,0.773784257
-0.776638184,-0.621812558,-0.107748851,0.993323142,0.580849508,0.699335582,0.215858589,0.849137234
-0.452753553,-0.776638184,-0.621812558,-0.107748851,0.752374349,0.580849508,0.699335582,0.215858589
-0.987774832,-0.452753553,-0.776638184,-0.621812558,0.459536682,0.752374349,0.580849508,0.699335582
-0.495640938,-0.987774832,-0.452753553,-0.776638184,0.857571148,0.459536682,0.752374349,0.580849508
-0.814453956,-0.495640938,-0.987774832,-0.452753553,0.483416181,0.857571148,0.459536682,0.752374349
0.566480933,-0.814453956,-0.495640938,-0.987774832,1.060076072,0.483416181,0.857571148,0.459536682
0.913167835,0.566480933,-0.814453956,-0.495640938,0.543766646,1.060076072,0.483416181,0.857571148
0.380668935,0.913167835,0.566480933,-0.814453956,0.468983178,0.543766646,1.060076072,0.483416181
-0.779378564,0.380668935,0.913167835,0.566480933,0.371697668,0.468983178,0.543766646,1.060076072
0.785735492,-0.779378564,0.380668935,0.913167835,1.159271063,0.371697668,0.468983178,0.543766646
0.92451219,0.785735492,-0.779378564,0.380668935,0.458526652,1.159271063,0.371697668,0.468983178
-0.207093145,0.92451219,0.785735492,-0.779378564,0.356496455,0.458526652,1.159271063,0.371697668
0.707074088,-0.207093145,0.92451219,0.785735492,0.976089693,0.356496455,0.458526652,1.159271063
0.124064632,0.707074088,-0.207093145,0.92451219,0.324943836,0.976089693,0.356496455,0.458526652
-0.765831609,0.124064632,0.707074088,-0.207093145,0.526071681,0.324943836,0.976089693,0.356496455
0.075970259,-0.765831609,0.124064632,0.707074088,0.904019262,0.526071681,0.324943836,0.976089693
0.675646739,0.075970259,-0.765831609,0.124064632,0.671325378,0.904019262,0.526071681,0.324943836
0.098176489,0.675646739,0.075970259,-0.765831609,0.42017764,0.671325378,0.904019262,0.526071681
-0.110905924,0.098176489,0.675646739,0.075970259,0.646957838,0.42017764,0.671325378,0.904019262
0.850773868,-0.110905924,0.098176489,0.675646739,0.853145329,0.646957838,0.42017764,0.671325378
0.975882733,0.850773868,-0.110905924,0.098176489,0.528361608,0.853145329,0.646957838,0.42017764
-0.095779608,0.975882733,0.850773868,-0.110905924,0.337585698,0.528361608,0.853145329,0.646957838
-0.162222736,-0.095779608,0.975882733,0.850773868,0.735793848,0.337585698,0.528361608,0.853145329
0.190130422,-0.162222736,-0.095779608,0.975882733,0.672304706,0.735793848,0.337585698,0.528361608
-0.321099188,0.190130422,-0.162222736,-0.095779608,0.460663225,0.672304706,0.735793848,0.337585698
-0.124488873,-0.321099188,0.190130422,-0.162222736,0.749828047,0.460663225,0.672304706,0.735793848
-0.858122199,-0.124488873,-0.321099188,0.190130422,0.394300837,0.749828047,0.460663225,0.672304706
-0.640673378,-0.858122199,-0.124488873,-0.321099188,0.814473651,0.394300837,0.749828047,0.460663225
0.942635097,-0.640673378,-0.858122199,-0.124488873,0.978984801,0.814473651,0.394300837,0.749828047
0.106599346,0.942635097,-0.640673378,-0.858122199,0.249168898,0.978984801,0.814473651,0.394300837
-0.073346413,0.106599346,0.942635097,-0.640673378,0.750215852,0.249168898,0.978984801,0.814473651
-0.227922936,-0.073346413,0.106599346,0.942635097,0.536381288,0.750215852,0.249168898,0.978984801
0.216230772,-0.227922936,-0.073346413,0.106599346,0.77331467,0.536381288,0.750215852,0.249168898
-0.053064922,0.216230772,-0.227922936,-0.073346413,0.485780247,0.77331467,0.536381288,0.750215852
0.392333613,-0.053064922,0.216230772,-0.227922936,0.787049922,0.485780247,0.77331467,0.536381288
0.355641769,0.392333613,-0.053064922,0.216230772,0.530791816,0.787049922,0.485780247,0.77331467
0.33505171,0.355641769,0.392333613,-0.053064922,0.63032709,0.530791816,0.787049922,0.485780247
0.474657794,0.33505171,0.355641769,0.392333613,0.631522783,0.63032709,0.530791816,0.787049922
-0.630557711,0.474657794,0.33505171,0.355641769,0.312887559,0.631522783,0.63032709,0.530791816
-0.404176434,-0.630557711,0.474657794,0.33505171,0.849803056,0.312887559,0.631522783,0.63032709
-0.365228243,-0.404176434,-0.630557711,0.474657794,0.57054396,0.849803056,0.312887559,0.631522783
0.706213781,-0.365228243,-0.404176434,-0.630557711,0.922843987,0.57054396,0.849803056,0.312887559
0.727434277,0.706213781,-0.365228243,-0.404176434,0.490057428,0.922843987,0.57054396,0.849803056
-0.138587651,0.727434277,0.706213781,-0.365228243,0.418237877,0.490057428,0.922843987,0.57054396
0.95103638,-0.138587651,0.727434277,0.706213781,0.984435724,0.418237877,0.490057428,0.922843987
0.533084338,0.95103638,-0.138587651,0.727434277,0.351881758,0.984435724,0.418237877,0.490057428
-0.299845632,0.533084338,0.95103638,-0.138587651,0.504822954,0.351881758,0.984435724,0.418237877
-0.314340878,-0.299845632,0.533084338,0.95103638,0.675898471,0.504822954,0.351881758,0.984435724
0.043451744,-0.314340878,-0.299845632,0.533084338,0.701860057,0.675898471,0.504822954,0.351881758
0.410500686,0.043451744,-0.314340878,-0.299845632,0.677182027,0.701860057,0.675898471,0.504822954
0.544279116,0.410500686,0.043451744,-0.314340878,0.609157777,0.677182027,0.701860057,0.675898471
0.940398518,0.544279116,0.410500686,0.043451744,0.693258996,0.609157777,0.677182027,0.701860057
-0.99654219,0.940398518,0.544279116,0.410500686,0.059322005,0.693258996,0.609157777,0.677182027
0.657811741,-0.99654219,0.940398518,0.544279116,1.407415618,0.059322005,0.693258996,0.609157777
0.455179725,0.657811741,-0.99654219,0.940398518,0.331834608,1.407415618,0.059322005,0.693258996
0.820548617,0.455179725,0.657811741,-0.99654219,0.819427219,0.331834608,1.407415618,0.059322005
-0.046714651,0.820548617,0.455179725,0.657811741,0.291780276,0.819427219,0.331834608,1.407415618
0.290456488,-0.046714651,0.820548617,0.455179725,0.860753977,0.291780276,0.819427219,0.331834608
-0.255779051,0.290456488,-0.046714651,0.820548617,0.38633485,0.860753977,0.291780276,0.819427219
-0.15394881,-0.255779051,0.290456488,-0.046714651,0.759572966,0.38633485,0.860753977,0.291780276
0.627513068,-0.15394881,-0.255779051,0.290456488,0.771382622,0.759572966,0.38633485,0.860753977
-0.718749372,0.627513068,-0.15394881,-0.255779051,0.196589509,0.771382622,0.759572966,0.38633485
-0.513190627,-0.718749372,0.627513068,-0.15394881,0.923035635,0.196589509,0.771382622,0.759572966
0.930420563,-0.513190627,-0.718749372,0.627513068,0.906573493,0.923035635,0.196589509,0.771382622
-0.419567351,0.930420563,-0.513190627,-0.718749372,0.140483149,0.906573493,0.923035635,0.196589509
-0.642070806,-0.419567351,0.930420563,-0.513190627,0.842173876,0.140483149,0.906573493,0.923035635
-0.964463101,-0.642070806,-0.419567351,0.930420563,0.49434239,0.842173876,0.140483149,0.906573493
0.513549864,-0.964463101,-0.642070806,-0.419567351,1.086917076,0.49434239,0.842173876,0.140483149
-0.478344423,0.513549864,-0.964463101,-0.642070806,0.205524659,1.086917076,0.49434239,0.842173876
-0.025005262,-0.478344423,0.513549864,-0.964463101,0.966766358,0.205524659,1.086917076,0.49434239
0.915531766,-0.025005262,-0.478344423,0.513549864,0.744833323,0.966766358,0.205524659,1.086917076
0.070917629,0.915531766,-0.025005262,-0.478344423,0.316190523,0.744833323,0.966766358,0.205524659
-0.782332765,0.070917629,0.915531766,-0.025005262,0.542909944,0.316190523,0.744833323,0.966766358
0.388100643,-0.782332765,0.070917629,0.915531766,0.979850957,0.542909944,0.316190523,0.744833323
-0.361266783,0.388100643,-0.782332765,0.070917629,0.298341636,0.979850957,0.542909944,0.316190523
-0.247870132,-0.361266783,0.388100643,-0.782332765,0.816625805,0.298341636,0.979850957,0.542909944
-0.557198929,-0.247870132,-0.361266783,0.388100643,0.485532405,0.816625805,0.298341636,0.979850957
-0.210321528,-0.557198929,-0.247870132,-0.361266783,0.787738628,0.485532405,0.816625805,0.298341636
0.797146952,-0.210321528,-0.557198929,-0.247870132,0.821749082,0.787738628,0.485532405,0.816625805
0.847324491,0.797146952,-0.210321528,-0.557198929,0.521610053,0.821749082,0.787738628,0.485532405
0.152736843,0.847324491,0.797146952,-0.210321528,0.441185465,0.521610053,0.821749082,0.787738628
-0.872916798,0.152736843,0.847324491,0.797146952,0.429822968,0.441185465,0.521610053,0.821749082
-0.54320622,-0.872916798,0.152736843,0.847324491,0.825460767,0.429822968,0.441185465,0.521610053
0.191843353,-0.54320622,-0.872916798,0.152736843,0.758729602,0.825460767,0.429822968,0.441185465
0.441957219,0.191843353,-0.54320622,-0.872916798,0.621528537,0.758729602,0.825460767,0.429822968
0.828906791,0.441957219,0.191843353,-0.54320622,0.691341599,0.621528537,0.758729602,0.825460767
-0.076996532,0.828906791,0.441957219,0.191843353,0.323325447,0.691341599,0.621528537,0.758729602
-0.66838529,-0.076996532,0.828906791,0.441957219,0.611674647,0.323325447,0.691341599,0.621528537
-0.310234457,-0.66838529,-0.076996532,0.828906791,0.743429598,0.611674647,0.323325447,0.691341599
0.623009103,-0.310234457,-0.66838529,-0.076996532,0.822404707,0.743429598,0.611674647,0.323325447
-0.714484189,0.623009103,-0.310234457,-0.66838529,0.183201758,0.822404707,0.743429598,0.611674647
0.500976812,-0.714484189,0.623009103,-0.310234457,1.184753856,0.183201758,0.822404707,0.743429598
0.547979841,0.500976812,-0.714484189,0.623009103,0.444419383,1.184753856,0.183201758,0.822404707
-0.122175455,0.547979841,0.500976812,-0.714484189,0.497381888,0.444419383,1.184753856,0.183201758
-0.813435366,-0.122175455,0.547979841,0.500976812,0.501126102,0.497381888,0.444419383,1.184753856
-0.22339279,-0.813435366,-0.122175455,0.547979841,0.854348965,0.501126102,0.497381888,0.444419383
-0.928869368,-0.22339279,-0.813435366,-0.122175455,0.374073317,0.854348965,0.501126102,0.497381888
0.868793913,-0.928869368,-0.22339279,-0.813435366,1.223622492,0.374073317,0.854348965,0.501126102
0.500802077,0.868793913,-0.928869368,-0.22339279,0.314278969,1.223622492,0.374073317,0.854348965
0.170005711,0.500802077,0.868793913,-0.928869368,0.653134275,0.314278969,1.223622492,0.374073317
0.282746767,0.170005711,0.500802077,0.868793913,0.624596518,0.653134275,0.314278969,1.223622492
-0.630012527,0.282746767,0.170005711,0.500802077,0.373210289,0.624596518,0.653134275,0.314278969
-0.616323662,-0.630012527,0.282746767,0.170005711,0.763143428,0.373210289,0.624596518,0.653134275
0.031587108,-0.616323662,-0.630012527,0.282746767,0.759962708,0.763143428,0.373210289,0.624596518
0.150652,0.031587108,-0.616323662,-0.630012527,0.596380725,0.759962708,0.763143428,0.373210289
0.36208674,0.150652,0.031587108,-0.616323662,0.67174307,0.596380725,0.759962708,0.763143428
-0.319695603,0.36208674,0.150652,0.031587108,0.409628122,0.67174307,0.596380725,0.759962708
-0.36491636,-0.319695603,0.36208674,0.150652,0.714086551,0.409628122,0.67174307,0.596380725
0.847958316,-0.36491636,-0.319695603,0.36208674,0.904865599,0.714086551,0.409628122,0.67174307
-0.279898301,0.847958316,-0.36491636,-0.319695603,0.200609351,0.904865599,0.714086551,0.409628122
-0.488637805,-0.279898301,0.847958316,-0.36491636,0.794720427,0.200609351,0.904865599,0.714086551
0.419556107,-0.488637805,-0.279898301,0.847958316,0.808670215,0.794720427,0.200609351,0.904865599
0.242561198,0.419556107,-0.488637805,-0.279898301,0.487665858,0.808670215,0.794720427,0.200609351
-0.428068926,0.242561198,0.419556107,-0.488637805,0.492408366,0.487665858,0.808670215,0.794720427
0.476838406,-0.428068926,0.242561198,0.419556107,0.917688169,0.492408366,0.487665858,0.808670215
0.436124825,0.476838406,-0.428068926,0.242561198,0.487440898,0.917688169,0.492408366,0.487665858
-0.900808927,0.436124825,0.476838406,-0.428068926,0.31625594,0.487440898,0.917688169,0.492408366
-0.130038748,-0.900808927,0.436124825,0.476838406,0.997463656,0.31625594,0.487440898,0.917688169
0.714406481,-0.130038748,-0.900808927,0.436124825,0.718248136,0.997463656,0.31625594,0.487440898
0.426627187,0.714406481,-0.130038748,-0.900808927,0.474322971,0.718248136,0.997463656,0.31625594
-0.610326251,0.426627187,0.714406481,-0.130038748,0.397707714,0.474322971,0.718248136,0.997463656
0.979972355,-0.610326251,0.426627187,0.714406481,1.14354813,0.397707714,0.474322971,0.718248136
0.256428217,0.979972355,-0.610326251,0.426627187,0.236631581,1.14354813,0.397707714,0.474322971
0.73599536,0.256428217,0.979972355,-0.610326251,0.915718654,0.236631581,1.14354813,0.397707714
-0.702413594,0.73599536,0.256428217,0.979972355,0.125595312,0.915718654,0.236631581,1.14354813
0.389978694,-0.702413594,0.73599536,0.256428217,1.196637519,0.125595312,0.915718654,0.236631581
0.17819811,0.389978694,-0.702413594,0.73599536,0.382797165,1.196637519,0.125595312,0.915718654
-0.691610251,0.17819811,0.389978694,-0.702413594,0.496809866,0.382797165,1.196637519,0.125595312
0.071555464,-0.691610251,0.17819811,0.389978694,0.893459467,0.496809866,0.382797165,1.196637519
-0.612565535,0.071555464,-0.691610251,0.17819811,0.353525807,0.893459467,0.496809866,0.382797165
0.481557773,-0.612565535,0.071555464,-0.691610251,1.042970285,0.353525807,0.893459467,0.496809866
-0.417932836,0.481557773,-0.612565535,0.071555464,0.240532839,1.042970285,0.353525807,0.893459467
0.916420829,-0.417932836,0.481557773,-0.612565535,1.16059028,0.240532839,1.042970285,0.353525807
0.625205396,0.916420829,-0.417932836,0.481557773,0.34421158,1.16059028,0.240532839,1.042970285
-0.553170915,0.625205396,0.916420829,-0.417932836,0.418076158,0.34421158,1.16059028,0.240532839
-0.592355775,-0.553170915,0.625205396,0.916420829,0.723043075,0.418076158,0.34421158,1.16059028
0.878699537,-0.592355775,-0.553170915,0.625205396,0.97775016,0.723043075,0.418076158,0.34421158
-0.898225082,0.878699537,-0.592355775,-0.553170915,0.017458906,0.97775016,0.723043075,0.418076158
0.627402551,-0.898225082,0.878699537,-0.592355775,1.409158839,0.017458906,0.97775016,0.723043075
-0.97643716,0.627402551,-0.898225082,0.878699537,-0.01724742,1.409158839,0.017458906,0.97775016
-0.828543475,-0.97643716,0.627402551,-0.898225082,1.103345394,-0.01724742,1.409158839,0.017458906
0.432681657,-0.828543475,-0.97643716,0.627402551,0.832166547,1.103345394,-0.01724742,1.409158839
0.965558362,0.432681657,-0.828543475,-0.97643716,0.657387003,0.832166547,1.103345394,-0.01724742
0.161034924,0.965558362,0.432681657,-0.828543475,0.353950606,0.657387003,0.832166547,1.103345394
-0.898138784,0.161034924,0.965558362,0.432681657,0.465734207,0.353950606,0.657387003,0.832166547
0.302791745,-0.898138784,0.161034924,0.965558362,1.027391507,0.465734207,0.353950606,0.657387003
-0.337592163,0.302791745,-0.898138784,0.161034924,0.318009078,1.027391507,0.465734207,0.353950606
-0.607509292,-0.337592163,0.302791745,-0.898138784,0.708120441,0.318009078,1.027391507,0.465734207
-0.78479328,-0.607509292,-0.337592163,0.302791745,0.571493278,0.708120441,0.318009078,1.027391507
0.06917216,-0.78479328,-0.607509292,-0.337592163,0.889068458,0.571493278,0.708120441,0.318009078
-0.988854515,0.06917216,-0.78479328,-0.607509292,0.261396164,0.889068458,0.571493278,0.708120441
-0.863395114,-0.988854515,0.06917216,-0.78479328,0.873579925,0.261396164,0.889068458,0.571493278
-0.445593166,-0.863395114,-0.988854515,0.06917216,0.681357815,0.873579925,0.261396164,0.889068458
0.968717826,-0.445593166,-0.863395114,-0.988854515,0.970614805,0.681357815,0.873579925,0.261396164
-0.22253687,0.968717826,-0.445593166,-0.863395114,0.161206279,0.970614805,0.681357815,0.873579925
0.180754639,-0.22253687,0.968717826,-0.445593166,0.973123156,0.161206279,0.970614805,0.681357815
0.173240962,0.180754639,-0.22253687,0.968717826,0.495894585,0.973123156,0.161206279,0.970614805
-0.33135009,0.173240962,0.180754639,-0.22253687,0.533686492,0.495894585,0.973123156,0.161206279
0.282441735,-0.33135009,0.173240962,0.180754639,0.822039199,0.533686492,0.495894585,0.973123156
-0.688971182,0.282441735,-0.33135009,0.173240962,0.291860297,0.822039199,0.533686492,0.495894585
0.322108138,-0.688971182,0.282441735,-0.33135009,1.061295898,0.291860297,0.822039199,0.533686492
0.437615579,0.322108138,-0.688971182,0.282441735,0.497903162,1.061295898,0.291860297,0.822039199
-0.474152641,0.437615579,0.322108138,-0.688971182,0.417777066,0.497903162,1.061295898,0.291860297
-0.091186219,-0.474152641,0.437615579,0.322108138,0.824778745,0.417777066,0.497903162,1.061295898
0.667092336,-0.091186219,-0.474152641,0.437615579,0.742140593,0.824778745,0.417777066,0.497903162
0.040352702,0.667092336,-0.091186219,-0.474152641,0.383966961,0.742140593,0.824778745,0.417777066
